DateTime,Junction,Vehicles,ID
2016-08-03,Swargate Bus Stand,12,6
2016-08-04,Swargate Bus Stand,6,20
2016-08-05,Swargate Bus Stand,5,78
2016-08-06,Swargate Bus Stand,10,94
2016-08-07,Swargate Bus Stand,6,28
2016-08-08,Swargate Bus Stand,7,34
2016-08-09,Swargate Bus Stand,7,76
2016-08-10,Swargate Bus Stand,11,39
2016-08-11,Swargate Bus Stand,14,81
2016-08-12,Swargate Bus Stand,15,86
2016-08-13,Swargate Bus Stand,13,70
2016-08-14,Swargate Bus Stand,9,35
2016-08-15,Swargate Bus Stand,9,76
2016-08-16,Swargate Bus Stand,8,2
2016-08-17,Swargate Bus Stand,5,40
2016-08-18,Swargate Bus Stand,8,91
2016-08-19,Swargate Bus Stand,10,34
2016-08-20,Swargate Bus Stand,5,37
2016-08-21,Swargate Bus Stand,9,22
2016-08-22,Swargate Bus Stand,5,72
2016-08-23,Swargate Bus Stand,12,85
2016-08-24,Swargate Bus Stand,9,61
2016-08-25,Swargate Bus Stand,10,98
2016-08-26,Swargate Bus Stand,12,27
2016-08-27,Swargate Bus Stand,6,35
2016-08-28,Swargate Bus Stand,18,39
2016-08-29,Swargate Bus Stand,15,55
2016-08-30,Swargate Bus Stand,11,40
2016-08-31,Swargate Bus Stand,10,63
2016-09-01,Swargate Bus Stand,15,77
2016-09-02,Swargate Bus Stand,15,59
2016-09-03,Swargate Bus Stand,11,35
2016-09-04,Swargate Bus Stand,8,66
2016-09-05,Swargate Bus Stand,12,41
2016-09-06,Swargate Bus Stand,10,75
2016-09-07,Swargate Bus Stand,14,83
2016-09-08,Swargate Bus Stand,11,81
2016-09-09,Swargate Bus Stand,9,32
2016-09-10,Swargate Bus Stand,11,62
2016-09-11,Swargate Bus Stand,10,51
2016-09-12,Swargate Bus Stand,9,10
2016-09-13,Swargate Bus Stand,12,59
2016-09-14,Swargate Bus Stand,9,34
2016-09-15,Swargate Bus Stand,10,5
2016-09-16,Swargate Bus Stand,12,43
2016-09-17,Swargate Bus Stand,6,55
2016-09-18,Swargate Bus Stand,6,66
2016-09-19,Swargate Bus Stand,12,99
2016-09-20,Swargate Bus Stand,7,35
2016-09-21,Swargate Bus Stand,9,92
2016-09-22,Swargate Bus Stand,8,26
2016-09-23,Swargate Bus Stand,16,73
2016-09-24,Swargate Bus Stand,29,97
2016-09-25,Swargate Bus Stand,23,71
2016-09-26,Swargate Bus Stand,22,5
2016-09-27,Swargate Bus Stand,17,92
2016-09-28,Swargate Bus Stand,19,43
2016-09-29,Swargate Bus Stand,17,26
2016-09-30,Swargate Bus Stand,16,96
2016-10-01,Swargate Bus Stand,13,98
2016-10-02,Swargate Bus Stand,15,40
2016-10-03,Swargate Bus Stand,22,43
2016-10-04,Swargate Bus Stand,13,44
2016-10-05,Swargate Bus Stand,8,4
2016-10-06,Swargate Bus Stand,11,35
2016-10-07,Swargate Bus Stand,11,22
2016-10-08,Swargate Bus Stand,8,9
2016-10-09,Swargate Bus Stand,10,14
2016-10-10,Swargate Bus Stand,13,62
2016-10-11,Swargate Bus Stand,15,83
2016-10-12,Swargate Bus Stand,11,28
2016-10-13,Swargate Bus Stand,9,28
2016-10-14,Swargate Bus Stand,10,47
2016-10-15,Swargate Bus Stand,14,76
2016-10-16,Swargate Bus Stand,12,91
2016-10-17,Swargate Bus Stand,10,2
2016-10-18,Swargate Bus Stand,11,60
2016-10-19,Swargate Bus Stand,15,47
2016-10-20,Swargate Bus Stand,17,1
2016-10-21,Swargate Bus Stand,27,84
2016-10-22,Swargate Bus Stand,20,82
2016-10-23,Swargate Bus Stand,19,90
2016-10-24,Swargate Bus Stand,22,48
2016-10-25,Swargate Bus Stand,15,61
2016-10-26,Swargate Bus Stand,8,44
2016-10-27,Swargate Bus Stand,9,12
2016-10-28,Swargate Bus Stand,9,11
2016-10-29,Swargate Bus Stand,7,81
2016-10-30,Swargate Bus Stand,5,43
2016-10-31,Swargate Bus Stand,5,93
2016-11-01,Swargate Bus Stand,7,25
2016-11-02,Swargate Bus Stand,11,50
2016-11-03,Swargate Bus Stand,9,33
2016-11-04,Swargate Bus Stand,11,88
2016-11-05,Swargate Bus Stand,11,66
2016-11-06,Swargate Bus Stand,10,32
2016-11-07,Swargate Bus Stand,11,95
2016-11-08,Swargate Bus Stand,10,0
2016-11-09,Swargate Bus Stand,9,41
2016-11-10,Swargate Bus Stand,8,75
2016-11-11,Swargate Bus Stand,8,35
2016-11-12,Swargate Bus Stand,8,71
2016-11-13,Swargate Bus Stand,6,12
2016-11-14,Swargate Bus Stand,6,50
2016-11-15,Swargate Bus Stand,8,62
2016-11-16,Swargate Bus Stand,12,33
2016-11-17,Swargate Bus Stand,11,61
2016-11-18,Swargate Bus Stand,13,63
2016-11-19,Swargate Bus Stand,5,88
2016-11-20,Swargate Bus Stand,10,96
2016-11-21,Swargate Bus Stand,8,13
2016-11-22,Swargate Bus Stand,11,44
2016-11-23,Swargate Bus Stand,12,19
2016-11-24,Swargate Bus Stand,12,79
2016-11-25,Swargate Bus Stand,12,45
2016-11-26,Swargate Bus Stand,11,48
2016-11-27,Swargate Bus Stand,16,59
2016-11-28,Swargate Bus Stand,8,21
2016-11-29,Swargate Bus Stand,9,22
2016-11-30,Swargate Bus Stand,9,67
2016-12-01,Swargate Bus Stand,9,2
2016-12-02,Swargate Bus Stand,10,3
2016-12-03,Swargate Bus Stand,13,47
2016-12-04,Swargate Bus Stand,12,78
2016-12-05,Swargate Bus Stand,7,44
2016-12-06,Swargate Bus Stand,11,70
2016-12-07,Swargate Bus Stand,12,48
2016-12-08,Swargate Bus Stand,7,37
2016-12-09,Swargate Bus Stand,9,7
2016-12-10,Swargate Bus Stand,11,93
2016-12-11,Swargate Bus Stand,9,61
2016-12-12,Swargate Bus Stand,7,96
2016-12-13,Swargate Bus Stand,8,46
2016-12-14,Swargate Bus Stand,9,97
2016-12-15,Swargate Bus Stand,23,42
2016-12-16,Swargate Bus Stand,9,77
2016-12-17,Swargate Bus Stand,10,24
2016-12-18,Swargate Bus Stand,11,71
2016-12-19,Swargate Bus Stand,11,1
2016-12-20,Swargate Bus Stand,12,10
2016-12-21,Swargate Bus Stand,8,0
2016-12-22,Swargate Bus Stand,13,97
2016-12-23,Swargate Bus Stand,8,14
2016-12-24,Swargate Bus Stand,7,50
2016-12-25,Swargate Bus Stand,9,31
2016-12-26,Swargate Bus Stand,8,51
2016-12-27,Swargate Bus Stand,11,15
2016-12-28,Swargate Bus Stand,10,61
2016-12-29,Swargate Bus Stand,9,62
2016-12-30,Swargate Bus Stand,9,40
2016-12-31,Swargate Bus Stand,8,88
2017-01-01,Swargate Bus Stand,6,64
2017-01-02,Swargate Bus Stand,10,27
2017-01-03,Swargate Bus Stand,14,15
2017-01-04,Swargate Bus Stand,12,1
2017-01-05,Swargate Bus Stand,18,5
2017-01-06,Swargate Bus Stand,15,34
2017-01-07,Swargate Bus Stand,12,38
2017-01-08,Swargate Bus Stand,21,83
2017-01-09,Swargate Bus Stand,11,72
2017-01-10,Swargate Bus Stand,13,41
2017-01-11,Swargate Bus Stand,16,19
2017-01-12,Swargate Bus Stand,14,97
2017-01-13,Swargate Bus Stand,11,7
2017-01-14,Swargate Bus Stand,15,9
2017-01-15,Swargate Bus Stand,11,24
2017-01-16,Swargate Bus Stand,13,19
2017-01-17,Swargate Bus Stand,15,26
2017-01-18,Swargate Bus Stand,18,35
2017-01-19,Swargate Bus Stand,11,47
2017-01-20,Swargate Bus Stand,13,20
2017-01-21,Swargate Bus Stand,10,5
2017-01-22,Swargate Bus Stand,9,77
2017-01-23,Swargate Bus Stand,10,36
2017-01-24,Swargate Bus Stand,9,42
2017-01-25,Swargate Bus Stand,13,77
2017-01-26,Swargate Bus Stand,9,96
2017-01-27,Swargate Bus Stand,10,99
2017-01-28,Swargate Bus Stand,9,99
2017-01-29,Swargate Bus Stand,11,71
2017-01-30,Swargate Bus Stand,15,79
2017-01-31,Swargate Bus Stand,15,36
2017-02-01,Swargate Bus Stand,9,44
2017-02-02,Swargate Bus Stand,14,6
2017-02-03,Swargate Bus Stand,10,60
2017-02-04,Swargate Bus Stand,10,11
2017-02-05,Swargate Bus Stand,10,27
2017-02-06,Swargate Bus Stand,11,94
2017-02-07,Swargate Bus Stand,12,13
2017-02-08,Swargate Bus Stand,7,2
2017-02-09,Swargate Bus Stand,11,25
2017-02-10,Swargate Bus Stand,17,56
2017-02-11,Swargate Bus Stand,13,28
2017-02-12,Swargate Bus Stand,9,58
2017-02-13,Swargate Bus Stand,6,57
2017-02-14,Swargate Bus Stand,13,50
2017-02-15,Swargate Bus Stand,9,44
2017-02-16,Swargate Bus Stand,12,38
2017-02-17,Swargate Bus Stand,11,21
2017-02-18,Swargate Bus Stand,10,67
2017-02-19,Swargate Bus Stand,17,49
2017-02-20,Swargate Bus Stand,11,13
2017-02-21,Swargate Bus Stand,10,27
2017-02-22,Swargate Bus Stand,15,94
2017-02-23,Swargate Bus Stand,12,74
2017-02-24,Swargate Bus Stand,32,6
2017-02-25,Swargate Bus Stand,31,42
2017-02-26,Swargate Bus Stand,23,68
2017-02-27,Swargate Bus Stand,13,0
2017-02-28,Swargate Bus Stand,15,44
2017-03-01,Swargate Bus Stand,14,0
2017-03-02,Swargate Bus Stand,14,48
2017-03-03,Swargate Bus Stand,17,23
2017-03-04,Swargate Bus Stand,11,0
2017-03-05,Swargate Bus Stand,18,27
2017-03-06,Swargate Bus Stand,12,29
2017-03-07,Swargate Bus Stand,11,54
2017-03-08,Swargate Bus Stand,9,58
2017-03-09,Swargate Bus Stand,13,43
2017-03-10,Swargate Bus Stand,8,75
2017-03-11,Swargate Bus Stand,10,15
2017-03-12,Swargate Bus Stand,8,75
2017-03-13,Swargate Bus Stand,7,6
2017-03-14,Swargate Bus Stand,11,22
2017-03-15,Swargate Bus Stand,15,98
2017-03-16,Swargate Bus Stand,15,13
2017-03-17,Swargate Bus Stand,13,12
2017-03-18,Swargate Bus Stand,15,76
2017-03-19,Swargate Bus Stand,14,95
2017-03-20,Swargate Bus Stand,8,1
2017-03-21,Swargate Bus Stand,10,48
2017-03-22,Swargate Bus Stand,11,48
2017-03-23,Swargate Bus Stand,12,36
2017-03-24,Swargate Bus Stand,14,3
2017-03-25,Swargate Bus Stand,10,76
2017-03-26,Swargate Bus Stand,15,38
2017-03-27,Swargate Bus Stand,9,18
2017-03-28,Swargate Bus Stand,12,85
2017-03-29,Swargate Bus Stand,13,4
2017-03-30,Swargate Bus Stand,13,62
2017-03-31,Swargate Bus Stand,17,5
2017-04-01,Swargate Bus Stand,15,95
2017-04-02,Swargate Bus Stand,19,67
2017-04-03,Swargate Bus Stand,24,6
2017-04-04,Swargate Bus Stand,17,82
2017-04-05,Swargate Bus Stand,15,40
2017-04-06,Swargate Bus Stand,13,87
2017-04-07,Swargate Bus Stand,15,93
2017-04-08,Swargate Bus Stand,12,50
2017-04-09,Swargate Bus Stand,14,43
2017-04-10,Swargate Bus Stand,13,49
2017-04-11,Swargate Bus Stand,11,52
2017-04-12,Swargate Bus Stand,14,26
2017-04-13,Swargate Bus Stand,13,52
2017-04-14,Swargate Bus Stand,13,61
2017-04-15,Swargate Bus Stand,12,59
2017-04-16,Swargate Bus Stand,13,51
2017-04-17,Swargate Bus Stand,12,83
2017-04-18,Swargate Bus Stand,14,17
2017-04-19,Swargate Bus Stand,15,71
2017-04-20,Swargate Bus Stand,31,4
2017-04-21,Swargate Bus Stand,16,2
2017-04-22,Swargate Bus Stand,17,11
2017-04-23,Swargate Bus Stand,16,29
2017-04-24,Swargate Bus Stand,11,15
2017-04-25,Swargate Bus Stand,18,91
2017-04-26,Swargate Bus Stand,13,68
2017-04-27,Swargate Bus Stand,13,70
2017-04-28,Swargate Bus Stand,10,20
2017-04-29,Swargate Bus Stand,16,44
2017-04-30,Swargate Bus Stand,14,49
2017-05-01,Swargate Bus Stand,23,92
2017-05-02,Swargate Bus Stand,11,3
2017-05-03,Swargate Bus Stand,11,87
2017-05-04,Swargate Bus Stand,12,86
2017-05-05,Swargate Bus Stand,14,30
2017-05-06,Swargate Bus Stand,10,22
2017-05-07,Swargate Bus Stand,11,2
2017-05-08,Swargate Bus Stand,6,37
2017-05-09,Swargate Bus Stand,12,2
2017-05-10,Swargate Bus Stand,10,47
2017-05-11,Swargate Bus Stand,10,88
2017-05-12,Swargate Bus Stand,6,32
2017-05-13,Swargate Bus Stand,10,74
2017-05-14,Swargate Bus Stand,6,27
2017-05-15,Swargate Bus Stand,6,27
2017-05-16,Swargate Bus Stand,7,70
2017-05-17,Swargate Bus Stand,10,37
2017-05-18,Swargate Bus Stand,4,80
2017-05-19,Swargate Bus Stand,11,16
2017-05-20,Swargate Bus Stand,11,90
2017-05-21,Swargate Bus Stand,5,8
2017-05-22,Swargate Bus Stand,8,10
2017-05-23,Swargate Bus Stand,13,85
2017-05-24,Swargate Bus Stand,9,54
2017-05-25,Swargate Bus Stand,11,29
2017-05-26,Swargate Bus Stand,11,14
2017-05-27,Swargate Bus Stand,12,8
2017-05-28,Swargate Bus Stand,8,51
2017-05-29,Swargate Bus Stand,10,72
2017-05-30,Swargate Bus Stand,10,80
2017-05-31,Swargate Bus Stand,9,75
2017-06-01,Swargate Bus Stand,9,57
2017-06-02,Swargate Bus Stand,14,84
2017-06-03,Swargate Bus Stand,10,48
2017-06-04,Swargate Bus Stand,7,98
2017-06-05,Swargate Bus Stand,7,92
2017-06-06,Swargate Bus Stand,12,39
2017-06-07,Swargate Bus Stand,13,54
2017-06-08,Swargate Bus Stand,10,16
2017-06-09,Swargate Bus Stand,9,14
2017-06-10,Swargate Bus Stand,14,83
2017-06-11,Swargate Bus Stand,6,91
2017-06-12,Swargate Bus Stand,9,70
2017-06-13,Swargate Bus Stand,10,17
2017-06-14,Swargate Bus Stand,16,12
2017-06-15,Swargate Bus Stand,14,57
2017-06-16,Swargate Bus Stand,10,42
2017-06-17,Swargate Bus Stand,10,28
2017-06-18,Swargate Bus Stand,10,85
2017-06-19,Swargate Bus Stand,12,12
2017-06-20,Swargate Bus Stand,10,80
2017-06-21,Swargate Bus Stand,15,90
2017-06-22,Swargate Bus Stand,13,61
2017-06-23,Swargate Bus Stand,15,76
2017-06-24,Swargate Bus Stand,10,66
2017-06-25,Swargate Bus Stand,10,31
2017-06-26,Swargate Bus Stand,11,1
2017-06-27,Swargate Bus Stand,14,29
2017-06-28,Swargate Bus Stand,12,92
2017-06-29,Swargate Bus Stand,15,38
2015-11-01,Vidya Nagar,1,49
2015-11-02,Vidya Nagar,5,61
2015-11-03,Vidya Nagar,5,45
2015-11-04,Vidya Nagar,6,92
2015-11-05,Vidya Nagar,12,30
2015-11-06,Vidya Nagar,6,82
2015-11-07,Vidya Nagar,4,42
2015-11-08,Vidya Nagar,8,19
2015-11-09,Vidya Nagar,6,6
2015-11-10,Vidya Nagar,8,67
2015-11-11,Vidya Nagar,9,49
2015-11-12,Vidya Nagar,6,92
2015-11-13,Vidya Nagar,5,17
2015-11-14,Vidya Nagar,7,83
2015-11-15,Vidya Nagar,3,0
2015-11-16,Vidya Nagar,7,16
2015-11-17,Vidya Nagar,7,34
2015-11-18,Vidya Nagar,7,84
2015-11-19,Vidya Nagar,5,24
2015-11-20,Vidya Nagar,3,5
2015-11-21,Vidya Nagar,8,41
2015-11-22,Vidya Nagar,5,99
2015-11-23,Vidya Nagar,5,92
2015-11-24,Vidya Nagar,5,69
2015-11-25,Vidya Nagar,9,82
2015-11-26,Vidya Nagar,3,75
2015-11-27,Vidya Nagar,5,25
2015-11-28,Vidya Nagar,5,73
2015-11-29,Vidya Nagar,4,20
2015-11-30,Vidya Nagar,6,56
2015-12-01,Vidya Nagar,4,64
2015-12-02,Vidya Nagar,3,94
2015-12-03,Vidya Nagar,7,18
2015-12-04,Vidya Nagar,6,26
2015-12-05,Vidya Nagar,6,55
2015-12-06,Vidya Nagar,7,18
2015-12-07,Vidya Nagar,8,72
2015-12-08,Vidya Nagar,10,20
2015-12-09,Vidya Nagar,8,95
2015-12-10,Vidya Nagar,6,21
2015-12-11,Vidya Nagar,10,75
2015-12-12,Vidya Nagar,7,43
2015-12-13,Vidya Nagar,7,82
2015-12-14,Vidya Nagar,5,85
2015-12-15,Vidya Nagar,5,49
2015-12-16,Vidya Nagar,4,15
2015-12-17,Vidya Nagar,9,18
2015-12-18,Vidya Nagar,7,56
2015-12-19,Vidya Nagar,7,11
2015-12-20,Vidya Nagar,6,19
2015-12-21,Vidya Nagar,5,97
2015-12-22,Vidya Nagar,9,5
2015-12-23,Vidya Nagar,7,58
2015-12-24,Vidya Nagar,7,26
2015-12-25,Vidya Nagar,8,87
2015-12-26,Vidya Nagar,9,49
2015-12-27,Vidya Nagar,8,42
2015-12-28,Vidya Nagar,3,97
2015-12-29,Vidya Nagar,6,30
2015-12-30,Vidya Nagar,5,10
2015-12-31,Vidya Nagar,7,59
2016-01-01,Vidya Nagar,6,48
2016-01-02,Vidya Nagar,6,17
2016-01-03,Vidya Nagar,11,47
2016-01-04,Vidya Nagar,6,67
2016-01-05,Vidya Nagar,6,11
2016-01-06,Vidya Nagar,8,16
2016-01-07,Vidya Nagar,5,64
2016-01-08,Vidya Nagar,4,2
2016-01-09,Vidya Nagar,6,6
2016-01-10,Vidya Nagar,8,39
2016-01-11,Vidya Nagar,7,69
2016-01-12,Vidya Nagar,3,40
2016-01-13,Vidya Nagar,6,52
2016-01-14,Vidya Nagar,5,17
2016-01-15,Vidya Nagar,5,40
2016-01-16,Vidya Nagar,5,72
2016-01-17,Vidya Nagar,6,41
2016-01-18,Vidya Nagar,7,26
2016-01-19,Vidya Nagar,7,83
2016-01-20,Vidya Nagar,3,4
2016-01-21,Vidya Nagar,5,69
2016-01-22,Vidya Nagar,6,73
2016-01-23,Vidya Nagar,4,85
2016-01-24,Vidya Nagar,4,2
2016-01-25,Vidya Nagar,3,95
2016-01-26,Vidya Nagar,5,34
2016-01-27,Vidya Nagar,4,78
2016-01-28,Vidya Nagar,7,98
2016-01-29,Vidya Nagar,2,4
2016-01-30,Vidya Nagar,5,65
2016-01-31,Vidya Nagar,6,55
2016-02-01,Vidya Nagar,5,74
2016-02-02,Vidya Nagar,4,97
2016-02-03,Vidya Nagar,6,17
2016-02-04,Vidya Nagar,7,93
2016-02-05,Vidya Nagar,8,45
2016-02-06,Vidya Nagar,4,95
2016-02-07,Vidya Nagar,5,31
2016-02-08,Vidya Nagar,4,6
2016-02-09,Vidya Nagar,6,95
2016-02-10,Vidya Nagar,4,86
2016-02-11,Vidya Nagar,5,46
2016-02-12,Vidya Nagar,4,34
2016-02-13,Vidya Nagar,3,72
2016-02-14,Vidya Nagar,2,35
2016-02-15,Vidya Nagar,6,51
2016-02-16,Vidya Nagar,6,66
2016-02-17,Vidya Nagar,4,93
2016-02-18,Vidya Nagar,8,33
2016-02-19,Vidya Nagar,2,8
2016-02-20,Vidya Nagar,7,48
2016-02-21,Vidya Nagar,3,32
2016-02-22,Vidya Nagar,3,49
2016-02-23,Vidya Nagar,4,18
2016-02-24,Vidya Nagar,4,27
2016-02-25,Vidya Nagar,7,37
2016-02-26,Vidya Nagar,7,60
2016-02-27,Vidya Nagar,7,20
2016-02-28,Vidya Nagar,6,67
2016-02-29,Vidya Nagar,5,30
2016-03-01,Vidya Nagar,4,82
2016-03-02,Vidya Nagar,7,31
2016-03-03,Vidya Nagar,3,99
2016-03-04,Vidya Nagar,6,41
2016-03-05,Vidya Nagar,5,41
2016-03-06,Vidya Nagar,7,15
2016-03-07,Vidya Nagar,7,15
2016-03-08,Vidya Nagar,6,64
2016-03-09,Vidya Nagar,5,47
2016-03-10,Vidya Nagar,6,41
2016-03-11,Vidya Nagar,7,97
2016-03-12,Vidya Nagar,3,33
2016-03-13,Vidya Nagar,3,16
2016-03-14,Vidya Nagar,5,65
2016-03-15,Vidya Nagar,3,40
2016-03-16,Vidya Nagar,2,89
2016-03-17,Vidya Nagar,5,73
2016-03-18,Vidya Nagar,3,88
2016-03-19,Vidya Nagar,4,12
2016-03-20,Vidya Nagar,8,89
2016-03-21,Vidya Nagar,6,45
2016-03-22,Vidya Nagar,4,4
2016-03-23,Vidya Nagar,3,83
2016-03-24,Vidya Nagar,3,95
2016-03-25,Vidya Nagar,5,83
2016-03-26,Vidya Nagar,4,72
2016-03-27,Vidya Nagar,4,76
2016-03-28,Vidya Nagar,4,81
2016-03-29,Vidya Nagar,5,81
2016-03-30,Vidya Nagar,5,70
2016-03-31,Vidya Nagar,8,34
2016-04-01,Vidya Nagar,5,61
2016-04-02,Vidya Nagar,9,41
2016-04-03,Vidya Nagar,6,56
2016-04-04,Vidya Nagar,4,78
2016-04-05,Vidya Nagar,9,39
2016-04-06,Vidya Nagar,7,4
2016-04-07,Vidya Nagar,8,83
2016-04-08,Vidya Nagar,6,95
2016-04-09,Vidya Nagar,8,90
2016-04-10,Vidya Nagar,5,45
2016-04-11,Vidya Nagar,5,48
2016-04-12,Vidya Nagar,9,73
2016-04-13,Vidya Nagar,6,51
2016-04-14,Vidya Nagar,4,31
2016-04-15,Vidya Nagar,2,50
2016-04-16,Vidya Nagar,6,54
2016-04-17,Vidya Nagar,8,36
2016-04-18,Vidya Nagar,3,37
2016-04-19,Vidya Nagar,4,31
2016-04-20,Vidya Nagar,6,89
2016-04-21,Vidya Nagar,8,98
2016-04-22,Vidya Nagar,2,61
2016-04-23,Vidya Nagar,5,12
2016-04-24,Vidya Nagar,5,67
2016-04-25,Vidya Nagar,6,50
2016-04-26,Vidya Nagar,5,3
2016-04-27,Vidya Nagar,9,50
2016-04-28,Vidya Nagar,11,65
